bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw,sector_soi,affiliation_soi,investment_type_soi,base_rate_soi,maturity_soi,acq_soi,business_description,rate_floor_soi,footnotes,pct_net_assets_soi,interest_rate_soi,spread_soi,pik_rate_soi,gics_sector,gics_industry_group,type_canonical,common_name,legal_name
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Revere Superior Holdings Inc | Software & Services 1,Revere Superior Holdings Inc,Revere Superior Holdings Inc,,Software & Services,,,45600000.0,45600000.0,46000000.0,,99.13,5.0,,,,False,,,USD,45600000.0,Software & Services,,First Lien,,2029-10,,,1.0,(l)(v),,,5.0,,Information Technology,Software & Services,First Lien,,Revere Superior Holdings Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Rialto Capital Management LLC | Financial Services 1,Rialto Capital Management LLC,Rialto Capital Management LLC,,Financial Services,,,21300000.0,21000000.0,21100000.0,,100.95,4.8,,,,False,,,USD,21300000.0,Financial Services,,First Lien,,2030-12,,,0.8,(k)(l)(v),,,4.8,,Financials,Diversified Financials,First Lien,,Rialto Capital Management LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Rockefeller Capital Management LP | Financial Services 1,Rockefeller Capital Management LP,Rockefeller Capital Management LP,,Financial Services,,,33200000.0,33300000.0,33400000.0,,99.4,4.5,,,,False,,,USD,33200000.0,Financial Services,,First Lien,,2032-12,,,0.5,(k)(l)(v),,,4.5,,Financials,Diversified Financials,First Lien,,Rockefeller Capital Management LP
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Safe-Guard Products International LLC | Financial Services 1,Safe-Guard Products International LLC,Safe-Guard Products International LLC,,Financial Services,,,48200000.0,48000000.0,48200000.0,,100.0,4.8,,,,False,,,USD,48200000.0,Financial Services,,First Lien,,2030-04,,,0.8,(k)(l)(t)(v),,,4.8,,Financials,Diversified Financials,First Lien,,Safe-Guard Products International LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,SAMBA Safety Inc | Software & Services 1,SAMBA Safety Inc,SAMBA Safety Inc,,Software & Services,,,6100000.0,6200000.0,6200000.0,,98.39,4.8,,,0.0,False,,,USD,6100000.0,Software & Services,,First Lien,,2032-12,,,1.0,(l)(v),,,4.8,,Information Technology,Software & Services,First Lien,,SAMBA Safety Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,SAMBA Safety Inc | Software & Services 2,SAMBA Safety Inc,SAMBA Safety Inc,,Software & Services,,,0.0,0.0,0.0,,,4.8,,,,False,,,USD,0.0,,,,,,,,,,,,,,Information Technology,Software & Services,Other,,SAMBA Safety Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Express Inc | Commercial & Professional Services 1,Service Express Inc,Service Express Inc,,Commercial & Professional Services,,,118200000.0,118900000.0,119000000.0,,99.33,4.5,,,0.0,False,,,USD,118200000.0,Commercial & Professional Services,,First Lien,,2032-12,,,0.5,(v),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,Service Express Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Logic LLC | Commercial & Professional Services 1,Service Logic LLC,Service Logic LLC,,Commercial & Professional Services,,,28700000.0,29000000.0,29000000.0,,98.97,4.8,,,2.3,True,,,USD,28700000.0,Commercial & Professional Services,,First Lien,,2032-12,,,,(v),,,4.8,,Industrials,Commercial & Professional Services,First Lien,,Service Logic LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Service Logic LLC | Commercial & Professional Services 2,Service Logic LLC,Service Logic LLC,,Commercial & Professional Services,,,11900000.0,12000000.0,12000000.0,,99.17,4.5,,,,False,,,USD,11900000.0,Commercial & Professional Services,,First Lien,,2032-12,,,,(v),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,Service Logic LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Shaw Development LLC | Capital Goods,Shaw Development LLC,Shaw Development LLC,,Capital Goods,,,27900000.0,28000000.0,28200000.0,,98.94,6.0,,,,False,,,USD,27900000.0,Capital Goods,,First Lien,,2029-10,,,0.5,(v),,,6.0,,Industrials,Capital Goods,First Lien,,Shaw Development LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Source Code LLC | Software & Services,Source Code LLC,Source Code LLC,,Software & Services,,,51500000.0,52000000.0,52300000.0,,98.47,6.5,,,,False,,,USD,51500000.0,Software & Services,,First Lien,,2027-07,,,1.0,(l)(p)(t)(v),,,6.5,,Information Technology,Software & Services,First Lien,,Source Code LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sphera Solutions Inc | Software & Services 1,Sphera Solutions Inc,Sphera Solutions Inc,,Software & Services,,,36400000.0,38300000.0,38300000.0,,95.04,4.5,,,,False,,,USD,36400000.0,Software & Services,,First Lien,,2032-09,,,0.5,(k)(v),,,4.5,,Information Technology,Software & Services,First Lien,,Sphera Solutions Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spins LLC | Software & Services 1,Spins LLC,Spins LLC,,Software & Services,,,42800000.0,43200000.0,43200000.0,,99.07,4.8,,,,False,,,USD,42800000.0,Software & Services,,First Lien,,2029-01,,,1.0,(k)(t)(v),,,4.8,,Information Technology,Software & Services,First Lien,,Spins LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 1,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,30500000.0,30100000.0,30400000.0,,100.33,5.8,,,,False,,,USD,30500000.0,Consumer Services,,First Lien,,2028-07,,,1.0,(k)(l)(v),,,5.8,,Consumer Discretionary,Consumer Services,First Lien,,Spotless Brands LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 2,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,35500000.0,35500000.0,35500000.0,,100.0,5.5,,,,False,,,USD,35500000.0,Consumer Services,,First Lien,,2028-07,,,1.0,(v),,,5.5,,Consumer Discretionary,Consumer Services,First Lien,,Spotless Brands LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Spotless Brands LLC | Consumer Services 3,Spotless Brands LLC,Spotless Brands LLC,,Consumer Services,,,6200000.0,6100000.0,6200000.0,,100.0,5.0,,,,False,,,USD,6200000.0,Consumer Services,,First Lien,,2028-07,,,1.0,(v),,,5.0,,Consumer Discretionary,Consumer Services,First Lien,,Spotless Brands LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,STV Group Inc | Capital Goods 1,STV Group Inc,STV Group Inc,,Capital Goods,,,21700000.0,21600000.0,21700000.0,,100.0,4.8,,,,False,,,USD,21700000.0,Capital Goods,,First Lien,,2031-03,,,0.8,(k)(v),,,4.8,,Industrials,Capital Goods,First Lien,,STV Group Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,STV Group Inc | Capital Goods 2,STV Group Inc,STV Group Inc,,Capital Goods,,,8300000.0,8300000.0,8300000.0,,100.0,4.8,,,,False,,,USD,8300000.0,Capital Goods,,First Lien,,2030-03,,,0.8,(x),,,4.8,,Industrials,Capital Goods,First Lien,,STV Group Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Summit Interconnect Inc | Capital Goods,Summit Interconnect Inc,Summit Interconnect Inc,,Capital Goods,,,123200000.0,131300000.0,131900000.0,,93.4,6.0,,,,False,,,USD,123200000.0,Capital Goods,,First Lien,,2028-09,,,1.0,(t)(v),,,6.0,,Industrials,Capital Goods,First Lien,,Summit Interconnect Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 1,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,54800000.0,54200000.0,54800000.0,,100.0,5.8,,,,False,,,USD,54800000.0,Commercial & Professional Services,,First Lien,,2027-06,,,1.0,(v),,,5.8,,Industrials,Commercial & Professional Services,First Lien,,Sweeping Corp of America LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Tangoe LLC | Software & Services 1,Tangoe LLC,Tangoe LLC,,Software & Services,,,136000000.0,166400000.0,166800000.0,,81.53,6.7,,,1.7,True,,,USD,136000000.0,Software & Services,,First Lien,,2026-06,,,1.0,(v),,,6.7,,Information Technology,Software & Services,First Lien,,Tangoe LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Tangoe LLC | Software & Services 2,Tangoe LLC,Tangoe LLC,,Software & Services,,,0.0,8900000.0,24900000.0,,0.0,12.5,,,,False,,,USD,0.0,,,,,,,,,,,,,,Information Technology,Software & Services,Other,,Tangoe LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 1,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,70500000.0,83400000.0,83000000.0,,84.94,6.5,,,,False,,,USD,70500000.0,Capital Goods,,First Lien,,2027-12,,,0.8,(v),,,6.5,,Industrials,Capital Goods,First Lien,,Time Manufacturing Co
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Time Manufacturing Co | Capital Goods 4,Time Manufacturing Co,Time Manufacturing Co,,Capital Goods,,,0.0,0.0,0.0,,,6.5,,,,False,,,USD,0.0,,,,,,,,,,,,,,Industrials,Capital Goods,Other,,Time Manufacturing Co
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Trackunit ApS | Software & Services 1,Trackunit ApS,Trackunit ApS,,Software & Services,,,32000000.0,33000000.0,33200000.0,,96.39,5.0,,,0.0,False,,,USD,32000000.0,Software & Services,,First Lien,,2032-05,,,,(w)(x),,,5.0,,Information Technology,Software & Services,First Lien,,Trackunit ApS
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 1,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,1500000.0,1500000.0,1500000.0,,100.0,5.0,,,0.0,False,,,USD,1500000.0,Capital Goods,,First Lien,,2030-06,,,0.8,(v),,,5.0,,Industrials,Capital Goods,First Lien,,Turnpoint Services Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 2,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,8200000.0,8300000.0,8400000.0,,97.62,5.5,,,2.8,True,,,USD,8200000.0,Capital Goods,,First Lien,,2031-06,,,0.8,(l),,,5.5,,Industrials,Capital Goods,First Lien,,Turnpoint Services Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Turnpoint Services Inc | Capital Goods 4,Turnpoint Services Inc,Turnpoint Services Inc,,Capital Goods,,,2500000.0,2500000.0,2500000.0,,100.0,5.0,,,0.0,False,,,USD,2500000.0,Capital Goods,,First Lien,,2031-06,,,0.8,(x),,,5.0,,Industrials,Capital Goods,First Lien,,Turnpoint Services Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Ultra Electronics Holdings Ltd | Capital Goods,Ultra Electronics Holdings Ltd,Ultra Electronics Holdings Ltd,,Capital Goods,,,1300000.0,1300000.0,1300000.0,,100.0,3.8,,,,False,,,USD,1300000.0,Capital Goods,,First Lien,,2029-08,,,0.5,(aa)(v)(w),,,3.8,,Industrials,Capital Goods,First Lien,,Ultra Electronics Holdings Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,USIC Holdings Inc | Commercial & Professional Services 1,USIC Holdings Inc,USIC Holdings Inc,,Commercial & Professional Services,,,62500000.0,61000000.0,61300000.0,,101.96,5.5,,,,False,,,USD,62500000.0,Commercial & Professional Services,,First Lien,,2031-09,,,0.8,(k)(l)(p)(t)(v),,,5.5,,Industrials,Commercial & Professional Services,First Lien,,USIC Holdings Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,USIC Holdings Inc | Commercial & Professional Services 2,USIC Holdings Inc,USIC Holdings Inc,,Commercial & Professional Services,,,9900000.0,9900000.0,9900000.0,,100.0,5.3,,,,False,,,USD,9900000.0,Commercial & Professional Services,,First Lien,,2031-09,,,0.8,(v),,,5.3,,Industrials,Commercial & Professional Services,First Lien,,USIC Holdings Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Veriforce LLC | Software & Services 1,Veriforce LLC,Veriforce LLC,,Software & Services,,,8300000.0,8400000.0,8400000.0,,98.81,4.8,,,,False,,,USD,8300000.0,Software & Services,,First Lien,,2031-11,,,0.8,(v)(w),,,4.8,,Information Technology,Software & Services,First Lien,,Veriforce LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Vermont Information Processing Inc | Software & Services 1,Vermont Information Processing Inc,Vermont Information Processing Inc,,Software & Services,,,20300000.0,20800000.0,20800000.0,,97.6,4.8,,,0.0,False,,,USD,20300000.0,Software & Services,,First Lien,,2032-01,,,0.5,(l)(v),,,4.8,,Information Technology,Software & Services,First Lien,,Vermont Information Processing Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Version1 Software Ltd | Software & Services 1,Version1 Software Ltd,Version1 Software Ltd,,Software & Services,,,15500000.0,14800000.0,13700000.0,,113.14,4.7,,,0.0,False,,,USD,15500000.0,Software & Services,,First Lien,,2029-07,,,,(v)(w),,,4.7,,Information Technology,Software & Services,First Lien,,Version1 Software Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,VetCor Professional Practices LLC | Health Care Equipment & Services 1,VetCor Professional Practices LLC,VetCor Professional Practices LLC,,Health Care Equipment & Services,,,71900000.0,73300000.0,73800000.0,,97.43,5.8,,,,False,,,USD,71900000.0,Health Care Equipment & Services,,First Lien,,2029-08,,,0.8,(k)(l)(v),,,5.8,,Health Care,Health Care Equipment & Services,First Lien,VetCor,VetCor Professional Practices LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,VetCor Professional Practices LLC | Health Care Equipment & Services 3,VetCor Professional Practices LLC,VetCor Professional Practices LLC,,Health Care Equipment & Services,,,8100000.0,8300000.0,8300000.0,,97.59,6.0,,,,False,,,USD,8100000.0,Health Care Equipment & Services,,First Lien,,2029-08,,,0.8,(k)(l)(v),,,6.0,,Health Care,Health Care Equipment & Services,First Lien,VetCor,VetCor Professional Practices LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,VetCor Professional Practices LLC | Health Care Equipment & Services 4,VetCor Professional Practices LLC,VetCor Professional Practices LLC,,Health Care Equipment & Services,,,33100000.0,34000000.0,34200000.0,,96.78,5.3,,,,False,,,USD,33100000.0,Health Care Equipment & Services,,First Lien,,2029-08,,,0.8,(v),,,5.3,,Health Care,Health Care Equipment & Services,First Lien,VetCor,VetCor Professional Practices LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Vitu | Software & Services 1,Vitu,Vitu,,Software & Services,,,27500000.0,27200000.0,27300000.0,,100.73,4.5,,,,False,,,USD,27500000.0,Software & Services,,First Lien,,2032-01,,,0.8,(k)(t)(v),,,4.5,,Information Technology,Software & Services,First Lien,,Vitu
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Vitu | Software & Services 2,Vitu,Vitu,,Software & Services,,,9100000.0,9100000.0,9100000.0,,100.0,4.5,,,,False,,,USD,9100000.0,Software & Services,,First Lien,,2031-01,,,0.8,(x),,,4.5,,Information Technology,Software & Services,First Lien,,Vitu
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Vytalogy Wellness LLC (fka Jarrow Formulas Inc) | Household & Personal Products,Vytalogy Wellness LLC,Vytalogy Wellness LLC,,Household & Personal Products,,,102100000.0,100500000.0,102100000.0,,100.0,6.3,,,,False,,,USD,102100000.0,Household & Personal Products,,First Lien,,2027-11,,,1.0,(i)(t)(v),,,6.3,,Consumer Staples,Household & Personal Products,First Lien,,Vytalogy Wellness LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Waste Services Group Pty Ltd | Commercial & Professional Services 1,Waste Services Group Pty Ltd,Waste Services Group Pty Ltd,,Commercial & Professional Services,,,7400000.0,6900000.0,11300000.0,,65.49,5.0,,,0.0,False,,,USD,7400000.0,Commercial & Professional Services,,First Lien,,2032-03,,,0.8,(v)(w),,,5.0,,Industrials,Commercial & Professional Services,First Lien,,Waste Services Group Pty Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Wealth Enhancement Group LLC | Financial Services 1,Wealth Enhancement Group LLC,Wealth Enhancement Group LLC,,Financial Services,,,24100000.0,24100000.0,24100000.0,,100.0,4.3,,,,False,,,USD,24100000.0,Financial Services,,First Lien,,2028-10,,,1.0,(k)(v),,,4.3,,Financials,Diversified Financials,First Lien,,Wealth Enhancement Group LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Wealth Enhancement Group LLC | Financial Services 4,Wealth Enhancement Group LLC,Wealth Enhancement Group LLC,,Financial Services,,,2100000.0,2100000.0,2100000.0,,100.0,4.5,,,,False,,,USD,2100000.0,Financial Services,,First Lien,,2028-10,,,1.0,(x),,,4.5,,Financials,Diversified Financials,First Lien,,Wealth Enhancement Group LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Wedgewood Weddings | Consumer Services 1,Wedgewood Weddings,Wedgewood Weddings,,Consumer Services,,,19300000.0,19200000.0,19300000.0,,100.0,4.5,,,,False,,,USD,19300000.0,Consumer Services,,First Lien,,2032-06,,,0.8,(k),,,4.5,,Consumer Discretionary,Consumer Services,First Lien,,Wedgewood Weddings
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,West Star Aviation Inc | Capital Goods 1,West Star Aviation Inc,West Star Aviation Inc,,Capital Goods,,,69800000.0,69500000.0,69600000.0,,100.29,4.5,,,0.0,False,,,USD,69800000.0,Capital Goods,,First Lien,,2032-05,,,0.8,(k)(v),,,4.5,,Industrials,Capital Goods,First Lien,,West Star Aviation Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Wittur Holding GmbH | Capital Goods 1,Wittur Holding GmbH,Wittur Holding GmbH,,Capital Goods,,,79300000.0,70600000.0,70700000.0,,112.16,6.0,,,5.9,True,,,USD,79300000.0,Capital Goods,,First Lien,,2028-12,,,,(ad)(v)(w),,,6.0,,Industrials,Capital Goods,First Lien,Wittur,Wittur Holding GmbH
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Woolpert Inc | Capital Goods 1,Woolpert Inc,Woolpert Inc,,Capital Goods,,,7900000.0,7900000.0,7900000.0,,100.0,4.5,,,,False,,,USD,7900000.0,Capital Goods,,First Lien,,2031-04,,,1.0,(v),,,4.5,,Industrials,Capital Goods,First Lien,,Woolpert Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Woolpert Inc | Capital Goods 2,Woolpert Inc,Woolpert Inc,,Capital Goods,,,26600000.0,26400000.0,26400000.0,,100.76,4.5,,,,False,,,USD,26600000.0,Capital Goods,,First Lien,,2032-04,,,1.0,(p)(v),,,4.5,,Industrials,Capital Goods,First Lien,,Woolpert Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Worldwise Inc | Household & Personal Products 1,Worldwise Inc,Worldwise Inc,,Household & Personal Products,,,4500000.0,19200000.0,20200000.0,,22.28,5.0,,,4.0,True,,,USD,4500000.0,Household & Personal Products,,First Lien,,2030-03,,,1.0,(v)(y)(z),,,5.0,,Consumer Staples,Household & Personal Products,First Lien,,Worldwise Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Worldwise Inc | Household & Personal Products 2,Worldwise Inc,Worldwise Inc,,Household & Personal Products,,,1700000.0,1600000.0,1700000.0,,100.0,5.0,,,,False,,,USD,1700000.0,Household & Personal Products,,First Lien,,2032-03,,,1.0,(v)(y)(z),,,5.0,,Consumer Staples,Household & Personal Products,First Lien,,Worldwise Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Xylem Kendall | Commercial & Professional Services 1,Xylem Kendall,Xylem Kendall,,Commercial & Professional Services,,,33300000.0,33500000.0,33500000.0,,99.4,5.8,,,,False,,,USD,33300000.0,Commercial & Professional Services,,First Lien,,2030-04,,,1.0,(k)(v),,,5.8,,Industrials,Commercial & Professional Services,First Lien,,Xylem Kendall
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Xylem Kendall | Commercial & Professional Services 2,Xylem Kendall,Xylem Kendall,,Commercial & Professional Services,,,2700000.0,2700000.0,2700000.0,,100.0,5.9,,,,False,,,USD,2700000.0,Commercial & Professional Services,,First Lien,,2030-04,,,1.0,(v),,,5.9,,Industrials,Commercial & Professional Services,First Lien,,Xylem Kendall
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Zellis Holdings Ltd | Software & Services 1,Zellis Holdings Ltd,Zellis Holdings Ltd,,Software & Services,,,8000000.0,8000000.0,6300000.0,,126.98,4.7,,,0.0,False,,,USD,8000000.0,Software & Services,,First Lien,,2031-08,,,,(v)(w),,,4.7,,Information Technology,Software & Services,First Lien,,Zellis Holdings Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Zendesk Inc | Software & Services 1,Zendesk Inc,Zendesk Inc,,Software & Services,,,78800000.0,78800000.0,79200000.0,,99.49,5.0,,,,False,,,USD,78800000.0,Software & Services,,First Lien,,2028-11,,,0.8,(k)(l)(v),,,5.0,,Information Technology,Software & Services,First Lien,,Zendesk Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Zeus Industrial Products Inc | Health Care Equipment & Services 1,Zeus Industrial Products Inc,Zeus Industrial Products Inc,,Health Care Equipment & Services,,,11000000.0,11500000.0,11500000.0,,95.65,5.4,,,,False,,,USD,11000000.0,Health Care Equipment & Services,,First Lien,,2030-02,,,0.8,(v),,,5.4,,Health Care,Health Care Equipment & Services,First Lien,,Zeus Industrial Products Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Zeus Industrial Products Inc | Health Care Equipment & Services 2,Zeus Industrial Products Inc,Zeus Industrial Products Inc,,Health Care Equipment & Services,,,85500000.0,90100000.0,90600000.0,,94.37,5.4,,,0.0,False,,,USD,85500000.0,Health Care Equipment & Services,,First Lien,,2031-02,,,0.8,(l)(v),,,5.4,,Health Care,Health Care Equipment & Services,First Lien,,Zeus Industrial Products Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Constellis Holdings LLC | Capital Goods,Constellis Holdings LLC,Constellis Holdings LLC,,Capital Goods,,,2300000.0,7800000.0,8000000.0,,28.75,9.0,,,,False,,,USD,2300000.0,Capital Goods,,First Lien,,2028-12,,,1.0,(v)(y)(z),,,9.0,,Industrials,Capital Goods,First Lien,,Constellis Holdings LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Peraton Corp | Capital Goods 1,Peraton Corp,Peraton Corp,,Capital Goods,,,121800000.0,162600000.0,167500000.0,,72.72,8.0,,,,False,,,USD,121800000.0,Capital Goods,,First Lien,,2029-02,,,1.0,(v),,,8.0,,Industrials,Capital Goods,First Lien,,Peraton Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Peraton Corp | Capital Goods 2,Peraton Corp,Peraton Corp,,Capital Goods,,,93400000.0,126500000.0,129800000.0,,71.96,7.8,,,,False,,,USD,93400000.0,Capital Goods,,First Lien,,2029-02,,,0.8,(v),,,7.8,,Industrials,Capital Goods,First Lien,,Peraton Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Quoizel, LLC | Consumer Durables & Apparel 1",Quoizel,Quoizel,,Consumer Durables & Apparel,,,13300000.0,14500000.0,14500000.0,,91.72,6.5,,,,False,,,USD,13300000.0,Consumer Durables & Apparel,,First Lien,,2027-07,,,1.0,(ad)(v),,,6.5,,Consumer Discretionary,Consumer Durables & Apparel,First Lien,,Quoizel
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Solera LLC | Software & Services,Solera LLC,Solera LLC,,Software & Services,,,217600000.0,271500000.0,280200000.0,,77.66,9.0,,,,False,,,USD,217600000.0,Software & Services,,First Lien,,2029-06,,,1.0,(v),,,9.0,,Information Technology,Software & Services,First Lien,,Solera LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 5,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,5400000.0,5100000.0,8300000.0,,65.06,,,,,False,,,USD,5400000.0,Commercial & Professional Services,,First Lien,,2034-03,,,,(v)(y),,,,,Industrials,Commercial & Professional Services,First Lien,,Sweeping Corp of America LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Sweeping Corp of America LLC | Commercial & Professional Services 6,Sweeping Corp of America LLC,Sweeping Corp of America LLC,,Commercial & Professional Services,,,0.0,0.0,24000000.0,,,,,,,False,,,USD,0.0,,,,,,,,,,,,,,Industrials,Commercial & Professional Services,Other,,Sweeping Corp of America LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Valeo Foods Group Ltd | Food, Beverage & Tobacco",Valeo Foods Group Ltd,Valeo Foods Group Ltd,,"Food, Beverage & Tobacco",,,4300000.0,4400000.0,3800000.0,,113.16,7.5,,,,False,,,USD,4300000.0,"Food, Beverage & Tobacco",,First Lien,,2030-10,,,,(v)(w),,,7.5,,Consumer Staples,"Food, Beverage & Tobacco",First Lien,,Valeo Foods Group Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Worldwise Inc | Household & Personal Products,Worldwise Inc,Worldwise Inc,,Household & Personal Products,,,1100000.0,200000.0,1100000.0,,100.0,5.2,,,,False,,,USD,1100000.0,Household & Personal Products,,First Lien,,2032-03,,,1.0,(v)(y)(z),,,5.2,,Consumer Staples,Household & Personal Products,First Lien,,Worldwise Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cloud Software Group Inc | Software & Services,Cloud Software Group Inc,Cloud Software Group Inc,,Software & Services,,,700000.0,600000.0,700000.0,,100.0,6.5,,,,False,,,USD,700000.0,Software & Services,,First Lien,,2029-03,,,,(aa)(v),,,6.5,,Information Technology,Software & Services,First Lien,,Cloud Software Group Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cubic Corp | Software & Services,Cubic Corp,Cubic Corp,,Software & Services,,,0.0,30600000.0,35700000.0,,0.0,7.6,,,0.0,False,,,USD,0.0,,,,,,,,,,,,,,Information Technology,Software & Services,Other,,Cubic Corp
